"y";"c";"ncomp";"nperc";"area3";"sex";"anasc";"eta";"yearedu"
58720,692799;36400;2;2;1;1;1935;79;18
16007,330563;12900;4;2;2;1;1941;73;5
52499,918588;60200;2;2;1;2;1949;65;8
69119,282811;71400;4;3;2;2;1957;57;13
17969,607567;17250;2;1;3;1;1948;66;0
20901,991689;19200;1;1;3;1;1942;72;13
41313,326408;35920;2;1;3;1;1943;71;13
47823,685912;39550;2;2;1;2;1973;41;18
54375,923353;38700;2;2;2;1;1950;64;13
39117,289009;29100;2;1;1;1;1956;58;8
17800;17100;1;1;1;2;1929;85;18
28602,040014;31980;3;1;1;2;1967;47;11
57177,028999;124800;2;2;2;2;1942;72;5
56804,979223;40400;3;3;1;2;1954;60;11
23538,085727;17800;2;2;2;2;1938;76;5
41408,430148;35400;4;1;1;1;1966;48;13
62222,46178;32500;3;2;1;1;1963;51;13
5400;14800;4;1;3;1;1963;51;8
17402,784138;12300;4;1;3;2;1971;43;5
22103,665282;15200;2;2;3;1;1933;81;5
27670;29570;4;2;3;1;1971;43;8
45132,816109;36190;2;2;1;2;1952;62;8
55616,860295;49400;4;3;1;2;1961;53;13
20600;10450;2;2;3;1;1933;81;5
16250;15280;2;2;3;1;1947;67;5
15610;4800;2;2;3;1;1928;86;5
15460;14200;1;1;3;2;1943;71;11
30469,35722;30400;2;2;2;1;1925;89;8
48103,665282;23000;4;4;2;1;1941;73;11
19200;16800;1;1;2;2;1932;82;0
20604,460523;14000;2;1;3;1;1934;80;8
24573,463107;21850;2;1;1;1;1947;67;8
39235,523638;18730;2;2;1;1;1953;61;8
55699,567711;42300;2;2;1;1;1946;68;18
60683,264076;42200;4;2;1;1;1963;51;18
15930;11400;2;1;3;2;1958;56;5
85440,208083;31200;4;4;1;2;1962;52;13
64736,241395;17500;2;2;1;1;1971;43;13
17768,704928;11400;1;1;1;2;1938;76;8
25505,00351;29600;6;1;3;1;1963;51;8
32267,807708;29600;5;2;3;2;1969;45;8
61377,4943;43200;2;2;2;1;1948;66;13
46789,484116;25200;3;2;2;1;1959;55;13
21775,615416;7200;1;1;1;2;1939;75;5
130016,73614;80200;4;2;1;2;1965;49;18
41484,51375;47200;2;2;1;1;1938;76;8
12808,663944;15400;4;2;1;2;1975;39;8
32415,441672;27660;1;1;1;2;1933;81;8
16110;14000;2;1;3;1;1945;69;8
35618,879493;36900;1;1;2;2;1939;75;18
54220,95429;36700;3;3;2;1;1943;71;11
25200;15600;3;2;3;1;1954;60;5
46081,632038;13936;2;1;3;1;1967;47;13
20063,560825;19780;1;1;1;2;1935;79;5
47121,991689;17200;2;1;1;1;1950;64;8
32484,301475;22300;4;2;1;2;1976;38;8
17918,326408;10200;2;1;1;2;1949;65;5
38983,82433;17600;5;2;1;1;1964;50;8
16372,571716;9600;1;1;1;2;1936;78;5
36307,330563;21300;1;1;1;1;1955;59;8
21803,665282;18000;1;1;3;2;1946;68;13
6501,2228135;8800;1;1;1;2;1931;83;5
22845,27323;14000;2;2;3;2;1945;69;8
29421,075052;15600;2;2;2;1;1938;76;5
20460;7900;2;2;3;2;1947;67;5
11600;7800;2;2;3;1;1954;60;5
21636,652815;19600;1;1;3;2;1935;79;13
20418,326408;15600;2;2;3;1;1939;75;0
20660,238654;15000;2;2;1;2;1934;80;8
36981,135904;30000;3;2;1;2;1961;53;11
10980;5850;1;1;3;2;1947;67;5
20007,665282;13200;2;2;3;2;1962;52;5
20410,995845;18500;5;1;3;2;1973;41;8
8451,4661126;10200;1;1;1;1;1960;54;8
18431,154893;15600;3;1;3;1;1960;54;5
49058,876877;27000;3;2;1;1;1924;90;13
59933,494908;20753,447962;4;2;1;2;1968;46;13
40160,816203;42600;2;2;1;1;1950;64;13
25938,326408;19200;2;2;2;2;1933;81;5
60913,847577;31000;4;2;2;1;1965;49;18
10553,201642;9600;1;1;3;2;1925;89;5
9903,6652815;10200;3;1;3;1;1965;49;5
36401,221132;36400;1;1;2;2;1955;59;18
23018,344734;19300;4;1;1;1;1969;45;11
30320,430119;25800;3;1;2;2;1962;52;8
39708,781941;29600;2;2;1;2;1948;66;8
39635,29732;34420;3;2;2;1;1969;45;8
34336,652815;30200;3;3;3;1;1961;53;13
60800;33900;3;2;3;1;1946;68;18
20441,58392;16700;1;1;3;2;1939;75;13
89297,270514;45140;3;2;2;2;1969;45;13
27106,230979;28760;4;2;1;2;1975;39;8
33431,430837;27140;2;2;1;1;1945;69;13
37127,926159;33000;2;2;1;2;1969;45;11
37811,522144;17400;3;3;3;1;1949;65;8
29919,566369;14880;2;2;3;2;1943;71;8
19600;23600;2;1;3;1;1962;52;8
38128,284853;52700;4;2;2;1;1929;85;0
30843,262529;18600;3;2;1;1;1974;40;13
13202,199169;12800;1;1;3;2;1943;71;5
23444,979223;18800;2;2;3;1;1943;71;5
56273,261672;42900;2;2;1;2;1941;73;13
21417,661984;17100;2;1;3;1;1959;55;8
35811,561396;19400;2;2;2;1;1950;64;11
47079,387489;51869,6;2;2;1;1;1946;68;8
10440,036653;9600;1;1;3;2;1942;72;0
71174,88517;29000;1;1;2;1;1929;85;18
35056,371618;29200;2;2;1;2;1948;66;5
16269,482194;12000;1;1;1;2;1926;88;5
40446,817531;24250;4;2;1;1;1970;44;11
61183,180968;27600;3;3;3;1;1948;66;13
22532,067714;12000;1;1;1;2;1928;86;5
39000,037709;7200;1;1;1;1;1936;78;5
13003,940286;8400;1;1;1;2;1948;66;11
25001,832641;22200;1;1;1;1;1947;67;5
74790,179191;74400;3;3;2;1;1952;62;13
27518,326408;44800;3;2;2;1;1967;47;8
131475,13827;75000;4;2;2;1;1965;49;18
24018,326408;15600;3;1;3;1;1966;48;13
20591,277153;28000;2;1;1;1;1955;59;8
18536,652815;7800;2;2;3;2;1946;68;8
60580,617576;18600;3;3;3;1;1934;80;18
45968,560278;18300;3;3;1;2;1965;49;13
26980,228261;24300;2;2;1;2;1943;71;5
27804,182547;24000;2;2;1;2;1932;82;8
12003,665282;3240;2;1;3;2;1942;72;5
33815,627979;11300;2;1;3;1;1950;64;5
47107,330563;26400;4;3;1;2;1970;44;8
27829,240527;17400;1;1;1;2;1926;88;13
23668,198559;20300;2;1;1;2;1954;60;8
18493,987044;15900;2;2;3;1;1950;64;13
29440,615107;24000;1;1;1;2;1924;90;13
16006,230979;10336;2;2;1;1;1960;54;11
20525,656971;23000;1;1;1;2;1963;51;13
44252,53932;76460;2;2;1;1;1945;69;11
82626,253128;49200;4;2;3;2;1970;44;13
33760;30000;3;2;3;1;1946;68;8
12718,326408;14000;1;1;3;2;1933;81;5
44118,326034;16800;2;2;3;2;1958;56;18
194630,10054;45300;3;1;1;1;1968;46;18
20131;22200;3;2;3;2;1959;55;8
18472,047221;22600;1;1;3;2;1943;71;5
22421,42101;22320;3;1;3;1;1954;60;8
40890,585523;26600;2;2;2;2;1953;61;11
18506,326408;15588;5;1;3;1;1972;42;8
33287,284853;22800;2;2;1;1;1932;82;5
23857,64866;18000;1;1;1;2;1938;76;8
23975,497922;18000;2;1;1;1;1952;62;8
12404,661126;13600;1;1;3;2;1947;67;5
77284,644076;43000;3;2;3;1;1960;54;13
85340,541535;48500;4;4;1;2;1955;59;13
42718,589344;36650;2;2;1;2;1948;66;11
32775,452597;30400;2;2;1;1;1939;75;8
26473,30563;25400;2;1;3;2;1953;61;8
47152,254477;19000;2;2;1;1;1952;62;8
45192,274845;32400;2;2;2;2;1954;60;13
36224,698944;35400;4;2;1;2;1973;41;8
27268,59279;26300;5;2;1;2;1973;41;13
55763,60807;27200;4;3;1;1;1970;44;11
37471,827141;36300;5;4;3;2;1946;68;5
15103,665282;14400;3;2;3;2;1956;58;8
14313,305055;16000;2;1;3;2;1958;56;5
51364,643862;21600;2;2;2;2;1950;64;13
44723,30563;27900;3;3;1;2;1960;54;8
51836,652815;31200;4;4;1;1;1952;62;8
43329,875337;35000;4;1;2;2;1967;47;13
24510,819818;22400;4;1;3;2;1972;42;18
20148,264307;24400;1;1;2;1;1933;81;5
38473,031755;15600;3;3;1;2;1968;46;13
17900;22400;1;1;3;2;1943;71;5
24082,918227;13740;1;1;1;2;1949;65;13
56146,611261;28100;4;2;2;1;1962;52;13
38255,453983;18000;3;2;1;2;1968;46;13
39730;20900;2;2;1;1;1937;77;5
61596,353471;40600;2;2;2;2;1949;65;18
3600;9600;1;1;3;2;1952;62;0
16903,665282;15600;2;1;3;2;1950;64;5
82042,189879;66400;3;2;1;1;1953;61;21
57481,982558;27660;4;2;3;2;1933;81;13
28902,279044;22200;1;1;2;1;1936;78;5
10750;9600;1;1;1;2;1927;87;5
13650;15100;2;2;3;2;1963;51;5
12505,26809;14900;1;1;1;1;1965;49;8
56141,73548;27700;3;3;2;1;1939;75;5
15927,489611;20600;1;1;3;2;1937;77;8
50131,539235;25400;3;2;2;1;1934;80;8
24651,832641;22800;3;1;2;2;1964;50;18
16405,86445;15600;1;1;1;2;1926;88;0
24914,270489;21100;1;1;1;2;1939;75;8
25220,159048;21700;1;1;2;2;1929;85;5
8490;8160;1;1;3;2;1960;54;8
11440;5712;4;1;3;2;1951;63;5
16038,442719;10840;2;1;3;2;1953;61;5
8811;9200;1;1;3;1;1949;65;8
86369,41431;37720;5;5;3;2;1954;60;13
30145,91277;21600;1;1;2;2;1956;58;18
18079,163204;10528;2;2;2;2;1935;79;0
37363,611261;22200;2;2;2;1;1935;79;11
52238,955724;47600;2;2;1;1;1947;67;13
93219,334868;25200;4;4;1;1;1958;56;8
114297,41041;66000;2;2;2;1;1948;66;18
27556,964035;16010;3;2;3;2;1949;65;8
40883,256536;19236;2;2;1;1;1956;58;8
78144,17591;26776;2;2;1;1;1967;47;18
5525,6569707;8200;1;1;1;2;1954;60;11
33009,264505;19200;2;1;1;1;1944;70;16
35362,309786;33000;2;2;2;2;1966;48;13
40430,593981;40800;2;2;1;1;1934;80;5
25574,791423;18000;2;2;1;2;1936;78;5
28512,012643;26600;2;2;3;2;1941;73;13
28827,081686;31200;2;2;3;2;1949;65;8
12340;11760;2;1;3;2;1938;76;5
26227,425185;18900;1;1;3;2;1955;59;13
20326,350888;17200;1;1;1;2;1937;77;8
37138,400322;30000;2;2;1;2;1958;56;8
16000;22800;4;2;3;2;1974;40;8
31334,431466;25430;1;1;1;2;1963;51;16
21673,30563;15600;4;1;2;2;1950;64;13
83426,741252;49760;2;2;1;1;1935;79;18
28150;19200;3;2;1;1;1954;60;5
45621,105918;14800;2;2;1;2;1977;37;13
1513,9280698;5280;1;1;3;1;1958;56;8
34058,055283;27100;3;2;3;1;1965;49;13
6020,4704431;11600;1;1;1;2;1927;87;13
40329,322252;8400;4;4;1;2;1950;64;13
32992,141154;24800;1;1;1;2;1944;70;8
33100;23600;2;2;1;1;1952;62;8
13391,642589;18284;1;1;1;2;1929;85;5
25618,665645;18800;2;2;1;2;1939;75;5
36236,460638;31100;2;2;1;1;1951;63;13
50053,600119;31200;4;2;1;2;1974;40;13
112248,40467;35400;5;2;1;1;1967;47;11
17110,995845;23000;1;1;1;1;1929;85;5
49022,680863;44800;2;2;1;2;1945;69;8
4800;11600;2;1;3;1;1963;51;8
57507,565551;41900;4;3;1;1;1963;51;11
22323,30563;18000;1;1;1;1;1926;88;5
38418,632689;35600;4;2;1;2;1975;39;13
36533,913296;30050;4;1;3;1;1968;46;13
67501,442917;27500;3;2;1;2;1969;45;18
76291,632038;38000;4;4;1;1;1944;70;5
72734,578018;59500;3;3;1;2;1951;63;8
22906,002847;20400;1;1;1;1;1949;65;8
40150,727467;34450;2;2;1;1;1940;74;5
54102,932225;50700;5;2;1;1;1964;50;8
33666,248404;24300;3;1;1;2;1961;53;8
8500;8400;4;1;3;2;1968;46;11
27745,816019;22200;1;1;3;2;1929;85;13
46482,705256;34900;4;2;1;1;1974;40;13
23019,038362;25280;2;2;1;2;1966;48;11
16510,733056;13300;2;2;3;2;1948;66;0
10,995844573;28280;4;1;3;2;1971;43;8
5521,4661126;16740;2;1;1;1;1939;75;5
13300;17200;4;2;3;2;1969;45;8
10400;14600;2;1;3;1;1947;67;13
30200;9000;2;2;1;1;1957;57;8
10400;13850;1;1;1;2;1961;53;8
36850,977767;30620;4;2;2;1;1971;43;13
8445;11580;3;1;3;2;1988;26;5
16991,825343;13400;1;1;1;1;1948;66;8
29611,532855;12350;3;1;3;1;1960;54;13
20579,322252;25900;1;1;2;2;1941;73;5
15621,258633;17796;4;1;3;2;1981;33;8
27169,040916;43600;1;1;1;1;1986;28;13
21636,652815;18000;1;1;3;2;1940;74;11
20288,733837;15000;2;2;3;1;1940;74;5
29385,613885;24400;2;2;3;1;1970;44;13
47086,199368;45900;4;1;1;2;1959;55;13
24707,330563;26500;3;1;3;1;1951;63;8
26456,961979;18660;4;1;3;1;1969;45;8
57086,652815;33050;4;2;1;2;1966;48;13
14003,554553;13800;1;1;3;2;1942;72;5
47915,74078;31900;1;1;1;1;1936;78;13
14567,64866;15900;1;1;2;2;1931;83;5
13611;8730;2;1;3;1;1945;69;8
16703,597734;18000;1;1;1;2;1926;88;11
49332,5727;54400;2;2;1;1;1951;63;13
38704,979223;37900;2;2;2;2;1943;71;5
29608,644504;15150;4;1;3;2;1970;44;13
26936,027018;27450;1;1;3;2;1947;67;18
36198,059286;31300;2;2;1;1;1946;68;8
38946,991689;12025;5;4;1;1;1966;48;8
26972,679154;15600;1;1;1;2;1932;82;5
24005,406942;26600;5;2;1;1;1975;39;18
28010,007752;13800;4;1;3;1;1961;53;13
11600;10800;1;1;3;1;1962;52;8
26825;21625;1;1;3;1;1938;76;13
23907,330563;22800;1;1;2;2;1928;86;5
30609,188328;36500;3;1;2;1;1973;41;8
19049,892883;11400;2;1;3;2;1956;58;8
18180;19800;2;2;2;1;1955;59;13
22005,265694;21660;3;2;1;2;1947;67;18
11780,995845;11020;1;1;1;1;1947;67;5
42017,672959;32000;3;3;3;1;1955;59;11
14850;6320;2;1;3;2;1955;59;8
96800,603542;39400;4;4;3;1;1949;65;13
4814,6611261;13800;1;1;1;2;1935;79;8
14243,583148;12100;1;1;2;2;1947;67;8
18587,153349;14900;2;1;2;1;1938;76;8
118885,12374;54800;4;2;3;1;1954;60;21
44307,330563;24600;2;1;2;1;1952;62;13
27466,924076;22900;1;1;1;1;1944;70;11
67617,526761;22700;4;4;2;2;1963;51;8
38834,801179;21600;3;2;2;2;1962;52;13
35025,860062;22800;3;2;2;2;1962;52;8
26931,525425;22600;1;1;3;2;1951;63;13
56987,615542;32600;4;2;1;1;1966;48;13
62699,958446;53500;3;2;1;2;1959;55;11
24911,766082;19800;2;1;1;1;1934;80;8
20154,896867;20700;2;2;1;2;1949;65;5
31433,917337;24000;1;1;2;2;1936;78;8
10802,932225;9000;1;1;3;2;1921;93;0
39492,678813;37800;3;2;1;1;1969;45;13
27646,937669;30000;2;2;1;2;1956;58;11
36958,644504;34100;2;2;1;1;1939;75;5
45378,949258;24700;5;2;1;1;1966;48;13
51024,761405;33400;3;3;3;1;1952;62;13
38142,047677;19200;3;2;3;2;1956;58;5
11531,300503;12660;1;1;3;2;1926;88;0
47585,891959;32300;3;2;3;1;1943;71;13
22221,991689;19800;5;1;3;1;1954;60;8
24436,652815;21600;4;1;3;1;1950;64;13
52013,066476;45000;5;3;3;1;1963;51;11
65180,428422;36000;3;3;3;1;1947;67;13
8360,9958446;7905;1;1;3;2;1933;81;0
68869,345675;49500;6;3;1;1;1966;48;18
29843,861497;30000;4;3;1;1;1964;50;8
34699,729682;12600;4;2;3;2;1962;52;18
58756,794533;99480;6;2;3;2;1971;43;18
35246,125221;26100;1;1;1;1;1951;63;18
10659,719215;6600;1;1;3;2;1926;88;0
13007,330563;12000;1;1;2;2;1960;54;8
47600;18000;2;2;1;1;1952;62;8
40234,418568;32100;4;2;1;1;1958;56;13
55594,998047;35400;2;2;3;1;1943;71;13
10805,690613;10350;3;1;3;1;1981;33;13
27420,801481;16400;2;2;2;2;1945;69;11
23845;13200;2;2;2;1;1944;70;5
18600;15000;1;1;3;2;1934;80;8
37214,661126;21600;2;1;3;1;1951;63;8
63599,464973;64500;2;2;3;1;1955;59;18
26806,869367;29800;3;2;3;2;1960;54;13
24500;19560;4;2;3;2;1960;54;16
30118;24560;3;3;3;2;1953;61;8
9500;9000;3;1;3;2;1953;61;5
10661,623838;11360;2;1;3;2;1989;25;13
41222,268232;57400;2;2;1;2;1954;60;11
3006,0523871;5200;2;1;3;2;1963;51;13
63815,222522;34400;3;3;3;1;1950;64;13
30090,247614;26630;2;2;1;1;1930;84;5
18900,733056;21000;4;3;3;2;1968;46;8
7805,8489973;5170;1;1;3;2;1935;79;5
40650,291047;22580;2;2;1;2;1949;65;11
26636,243487;19800;2;2;2;1;1930;84;0
29200;27600;3;2;3;2;1962;52;8
18009,097877;18300;4;2;3;2;1964;50;5
34684,112264;25200;2;2;1;2;1936;78;5
33514,656971;26100;2;1;3;1;1952;62;11
14504,980265;15000;2;1;1;2;1964;50;13
11709,989929;12240;2;1;1;2;1943;71;5
28202,022116;21600;4;1;3;1;1962;52;13
13301,795015;14400;1;1;1;2;1956;58;8
26514,789049;16896;2;2;1;2;1951;63;5
63118,822344;49600;4;2;1;2;1973;41;13
42202,561337;43500;3;2;1;1;1964;50;13
32225,656971;25200;2;2;1;1;1952;62;8
67194,970247;56900;4;1;3;1;1964;50;13
40014,783652;41800;3;2;1;1;1955;59;13
59211,942838;58000;2;2;2;2;1943;71;13
18322,260806;15400;1;1;2;2;1960;54;8
24361,302213;19800;1;1;2;2;1950;64;8
24300;16800;2;2;3;1;1946;68;8
59551,44257;69400;4;2;1;1;1961;53;13
16073,30563;12100;1;1;2;2;1941;73;8
49922,53383;44000;2;2;2;2;1956;58;18
36033,665793;28560;2;2;1;1;1947;67;13
19630;16400;2;1;3;2;1943;71;5
37655,777338;42600;1;1;2;1;1959;55;13
10558,939622;9264;1;1;3;2;1952;62;11
31462,676314;21800;3;2;3;1;1961;53;8
26607,330563;26000;1;1;1;2;1931;83;13
10015,007151;13740;4;2;3;2;1981;33;8
35629,322252;27600;3;2;2;2;1956;58;8
14539,348033;13200;1;1;3;2;1924;90;0
31430,718053;20600;3;2;3;2;1958;56;13
5010,6097798;10360;2;1;3;2;1961;53;8
16981,57673;15600;1;1;1;2;1922;92;5
46250;11440;3;2;3;1;1946;68;13
58140,460659;50623;2;2;1;2;1965;49;13
58609,958446;42000;3;2;3;2;1950;64;18
18000;14600;3;1;3;2;1961;53;8
16800;16800;1;1;3;1;1984;30;8
13180;12720;1;1;3;2;1938;76;13
10634,208714;10100;1;1;3;1;1955;59;8
31884,149515;14400;2;2;3;1;1945;69;11
22664,528392;12600;2;1;3;2;1938;76;5
10400;16200;1;1;3;2;1942;72;13
27040,318097;15600;2;2;3;2;1944;70;5
28256,394688;23200;2;1;3;1;1953;61;5
20179,835987;5530;1;1;3;2;1948;66;18
16250;17880;2;2;3;2;1932;82;5
90954,979223;44900;3;2;1;2;1959;55;13
37951,393438;27000;2;1;3;2;1950;64;8
17825,656971;21800;2;1;2;1;1939;75;8
51000;46200;5;3;2;1;1967;47;13
16800;12000;2;2;2;2;1931;83;5
37618,326408;37000;3;1;2;1;1965;49;11
25009,958446;17400;1;1;3;2;1948;66;13
23000;21600;3;1;3;2;1980;34;8
21653,146582;15600;4;1;3;2;1964;50;8
14354,979223;10800;1;1;1;2;1934;80;5
20721,748646;10800;1;1;3;2;1930;84;13
53761,309893;40000;2;2;1;1;1932;82;18
27098,644504;15720;1;1;3;1;1973;41;13
18627,808542;14610;1;1;1;1;1942;72;8
21221,991689;14000;1;1;1;1;1952;62;8
16600;15400;2;1;3;1;1946;68;5
10576,962601;13100;1;1;1;2;1944;70;8
45350;22800;3;3;1;1;1940;74;5
19214,661126;12000;3;2;1;1;1952;62;5
25016,493767;29400;2;2;1;2;1961;53;5
9600;9600;1;1;3;2;1924;90;5
18857;13200;1;1;3;2;1944;70;8
18928;15200;1;1;3;2;1946;68;11
8251,9493365;5060;1;1;3;2;1927;87;0
17056,993478;15410;2;2;3;2;1937;77;5
65707,776873;54000;4;3;1;1;1948;66;18
29636,652815;22000;4;2;3;1;1970;44;8
30444,301475;33800;2;2;3;1;1945;69;8
24778,042485;18000;2;1;3;1;1946;68;11
40514,934412;26300;4;2;3;2;1973;41;13
18406,992795;20160;5;1;3;2;1969;45;8
31622,567238;18100;2;2;3;2;1962;52;11
16968,053926;9890;2;2;3;2;1952;62;5
16902,325476;17300;4;2;3;2;1947;67;8
30842,220135;18000;4;2;3;1;1968;46;13
24800;10800;4;1;3;2;1968;46;8
45794,896984;35800;2;2;2;2;1938;76;18
38753,665282;32360;1;1;1;1;1943;71;13
61737,680412;29000;2;2;2;1;1948;66;13
48773,264076;41500;2;2;2;2;1950;64;18
24354,979223;16800;2;1;2;2;1958;56;8
24873,30563;22800;2;1;2;2;1958;56;13
13744,979223;12600;1;1;2;2;1944;70;5
20453,26926;16200;1;1;3;1;1968;46;13
21487,87198;17960;1;1;3;1;1965;49;18
13004,807895;7200;1;1;3;2;1960;54;8
17705,521626;16900;1;1;2;2;1927;87;5
25366,490478;15600;2;2;2;2;1944;70;5
17621,444629;17800;1;1;2;2;1933;81;5
51463,968527;49900;2;2;1;2;1948;66;13
48054,662632;26400;5;4;2;2;1962;52;8
33235,762956;35600;2;2;2;1;1953;61;21
26873,30563;27600;1;1;2;2;1922;92;5
15786,652815;11200;1;1;2;2;1938;76;5
19880,112572;13200;1;1;3;2;1922;92;11
39385,943318;15600;5;2;1;1;1970;44;8
41787,513053;40400;1;1;1;2;1953;61;13
14660,995845;11250;1;1;1;1;1944;70;5
63280,375891;41100;4;4;1;2;1951;63;5
6000;9400;2;1;3;2;1961;53;8
19801,969159;12000;4;2;3;2;1962;52;13
3757;2760;2;1;2;2;1968;46;0
12810,258418;10800;1;1;3;2;1932;82;0
13151,247367;10540;1;1;3;2;1935;79;5
17677,613417;15860;4;1;3;2;1968;46;13
10619,83254;9360;1;1;3;2;1942;72;5
32539,58504;22600;3;2;3;2;1961;53;18
13858,015624;11800;1;1;3;1;1940;74;0
20414,661126;18200;1;1;2;2;1933;81;8
26711,899268;20600;2;2;2;2;1932;82;5
34429,534994;36800;2;2;2;2;1965;49;13
35299,846293;20600;2;2;2;2;1947;67;13
13300;12400;1;1;3;2;1931;83;5
17031;15000;2;1;3;2;1932;82;5
41904,979223;25200;3;3;1;1;1948;66;8
39510,995845;30000;5;3;1;2;1964;50;8
17581,523539;12800;1;1;1;2;1945;69;8
43717,289009;22920;2;2;1;2;1945;69;8
61414,329884;41900;5;4;1;1;1962;52;8
13731;13000;1;1;3;1;1945;69;5
21830;10800;2;2;3;2;1948;66;5
23614,354785;20700;2;1;3;2;1960;54;13
65108,249909;50000;2;2;1;1;1950;64;18
36725,411668;39000;3;2;1;1;1956;58;13
21360;19800;5;1;3;2;1954;60;5
23062,32407;32000;2;1;3;2;1947;67;13
34495,953307;19840;3;2;3;1;1951;63;13
31976,230503;9600;4;1;3;2;1974;40;13
21661,652815;10200;3;3;3;2;1932;82;5
16385,561698;16450;1;1;1;2;1920;94;5
89226,432793;38800;2;2;1;1;1950;64;18
50795,668959;44370;3;3;1;2;1964;50;11
37608,387414;21580;4;2;1;2;1967;47;8
3361,8326408;15436;5;1;3;2;1975;39;8
75892,855452;10400;1;1;3;1;1966;48;18
42956,569707;39400;3;2;3;1;1940;74;0
24054,942933;16800;1;1;1;2;1944;70;5
51235,549584;35100;4;2;1;1;1962;52;18
17772,987534;12000;1;1;3;2;1928;86;5
25818,326408;11400;3;3;3;1;1970;44;8
15607,810802;20400;4;1;2;1;1950;64;5
23725,082776;18640;3;2;2;2;1955;59;8
26048,958446;20600;3;3;3;2;1941;73;5
15082,830427;12000;1;1;3;2;1932;82;0
32396,553589;33400;2;1;3;2;1951;63;8
15004,153239;13600;6;1;1;1;1976;38;11
120;3050;3;1;3;2;1961;53;5
33934,280698;17900;2;2;1;2;1947;67;5
34670,707892;20600;4;3;2;2;1943;71;8
8705,4979223;7800;1;1;1;1;1968;46;11
18310,995845;21900;4;2;1;1;1959;55;8
6003,6652815;10000;1;1;1;1;1973;41;8
47195,794887;40100;2;2;1;1;1943;71;11
26618,377053;11800;2;1;3;2;1956;58;5
14205,497922;13000;1;1;1;1;1969;45;8
25578,46154;29860;1;1;1;1;1971;43;13
34854,979223;18000;2;2;3;2;1942;72;8
21770,554596;20700;2;1;1;2;1963;51;18
33872,407615;21600;1;1;1;2;1930;84;5
10800;10800;2;1;3;1;1960;54;5
1,9826311763;12000;3;1;3;1;1959;55;5
71550,983274;39750;2;2;1;1;1946;68;13
19100;19500;1;1;1;2;1923;91;5
16250;13200;5;3;3;2;1962;52;8
11679,790457;5760;2;1;3;2;1962;52;8
31832,749031;21360;4;2;3;2;1974;40;13
65941,680469;68450;3;3;1;2;1961;53;8
68943,979657;72400;5;2;1;2;1959;55;13
46516,251168;21890;2;2;1;1;1968;46;18
5150;16800;4;1;3;2;1970;44;8
11882,06644;10350;1;1;3;2;1947;67;5
12002,278046;9000;2;1;1;2;1966;48;13
40504,336694;22800;3;2;1;2;1980;34;18
21400;17400;4;2;1;2;1969;45;11
18959,099584;16200;2;2;1;2;1940;74;0
13942,565697;13800;1;1;1;1;1920;94;5
29806,597507;28800;5;4;1;1;1960;54;8
54099,403918;43210;3;3;1;1;1937;77;5
25872,265837;19120;1;1;1;2;1951;63;13
9010,9958446;11800;1;1;3;2;1927;87;0
28119,632795;21600;4;3;3;2;1966;48;5
15400;14600;1;1;1;1;1961;53;8
47870,455104;30600;1;1;1;1;1944;70;8
104357,0829;94400;2;2;1;1;1938;76;8
24237,026503;22200;1;1;1;1;1931;83;5
32455,745713;21500;1;1;1;2;1927;87;11
28389,069947;19000;3;2;2;2;1965;49;11
38064,418969;37600;2;2;2;1;1940;74;13
52039,559024;18000;2;2;2;1;1948;66;13
20073,30563;16800;1;1;2;2;1930;84;5
43530,835426;44300;11;2;1;1;1951;63;18
24994,056305;19600;1;1;1;1;1930;84;5
18423,82433;10800;2;2;2;2;1963;51;8
56454,707076;21200;1;1;2;1;1949;65;18
19359,738091;13200;1;1;2;2;1940;74;5
19518,326408;16450;2;1;2;2;1957;57;8
10402,665282;9660;1;1;2;2;1933;81;5
42914,858238;25400;3;2;2;2;1959;55;11
17018,326408;19200;1;1;1;2;1953;61;18
35051,313941;35000;3;2;1;1;1978;36;13
13991,506649;9200;1;1;1;1;1929;85;5
24952,931546;9600;2;2;1;2;1948;66;8
20540,318097;25100;2;1;2;2;1954;60;11
16635,338604;10800;1;1;1;1;1926;88;8
16901,832641;16440;3;1;3;1;1958;56;8
13910;7200;3;2;3;2;1934;80;5
70723,39306;46800;1;1;3;1;1948;66;18
30862,115046;17400;1;1;1;1;1961;53;8
30702,163302;10500;4;3;1;1;1947;67;5
26218,245799;17200;1;1;1;1;1937;77;18
44077,763008;36600;2;2;2;2;1960;54;8
37963,224219;22200;2;2;2;1;1959;55;8
61388,790092;47300;4;4;2;1;1961;53;8
83923,272387;56800;3;3;1;1;1933;81;18
51683,264076;48600;3;3;1;2;1950;64;11
11588,326408;17260;1;1;1;2;1949;65;11
16900;15208;3;2;2;1;1939;75;5
24028,565374;19200;2;2;2;1;1938;76;5
21450,366528;19800;1;1;2;2;1958;56;13
35389,779451;16400;2;2;1;1;1946;68;13
64756,860851;19200;3;2;1;1;1952;62;18
43184,303641;16200;2;2;1;1;1942;72;13
22104,642983;11800;1;1;1;2;1950;64;8
13005,497922;15600;1;1;1;2;1980;34;13
40521,991689;36400;1;1;1;2;1942;72;18
99927,390251;92000;2;2;2;1;1961;53;18
62175,239367;42000;2;2;2;1;1946;68;13
800;3000;3;2;1;1;1968;46;8
18688,796676;17130;3;1;1;2;1956;58;5
41790,318097;31300;3;3;1;1;1954;60;11
